"grade","prob","oper","op1","op2","op1type","op2type","opTypes","opSubTypes","op1val","op2val"
"4","7*2000","*","7","2000","whole","whole","whole","MD_whole",7,2000
"4","3*13","*","3","13","whole","whole","whole","MD_whole",3,13
"4","5*14","*","5","14","whole","whole","whole","MD_whole",5,14
"4","7*12","*","7","12","whole","whole","whole","MD_whole",7,12
"4","5*16","*","5","16","whole","whole","whole","MD_whole",5,16
"4","9*13","*","9","13","whole","whole","whole","MD_whole",9,13
"4","4*14","*","4","14","whole","whole","whole","MD_whole",4,14
"4","5*13","*","5","13","whole","whole","whole","MD_whole",5,13
"4","4*59","*","4","59","whole","whole","whole","MD_whole",4,59
"4","3*288","*","3","288","whole","whole","whole","MD_whole",3,288
"4","4*21","*","4","21","whole","whole","whole","MD_whole",4,21
"4","6*35","*","6","35","whole","whole","whole","MD_whole",6,35
"4","8*43","*","8","43","whole","whole","whole","MD_whole",8,43
"4","6*532","*","6","532","whole","whole","whole","MD_whole",6,532
"4","5*923","*","5","923","whole","whole","whole","MD_whole",5,923
"4","190*3","*","190","3","whole","whole","whole","MD_whole",190,3
"4","471*4","*","471","4","whole","whole","whole","MD_whole",471,4
"4","3439*7","*","3439","7","whole","whole","whole","MD_whole",3439,7
"4","53*4","*","53","4","whole","whole","whole","MD_whole",53,4
"4","473*9","*","473","9","whole","whole","whole","MD_whole",473,9
"4","608*6","*","608","6","whole","whole","whole","MD_whole",608,6
"4","2*78","*","2","78","whole","whole","whole","MD_whole",2,78
"4","2*210","*","2","210","whole","whole","whole","MD_whole",2,210
"4","9*682","*","9","682","whole","whole","whole","MD_whole",9,682
"4","8*8145","*","8","8145","whole","whole","whole","MD_whole",8,8145
"4","640*3","*","640","3","whole","whole","whole","MD_whole",640,3
"4","149*5","*","149","5","whole","whole","whole","MD_whole",149,5
"4","721*8","*","721","8","whole","whole","whole","MD_whole",721,8
"4","293*4","*","293","4","whole","whole","whole","MD_whole",293,4
"4","416*8","*","416","8","whole","whole","whole","MD_whole",416,8
"4","961*2","*","961","2","whole","whole","whole","MD_whole",961,2
"4","837*9","*","837","9","whole","whole","whole","MD_whole",837,9
"4","75*5","*","75","5","whole","whole","whole","MD_whole",75,5
"4","12*6","*","12","6","whole","whole","whole","MD_whole",12,6
"4","28*3","*","28","3","whole","whole","whole","MD_whole",28,3
"4","43*6","*","43","6","whole","whole","whole","MD_whole",43,6
"4","5*64","*","5","64","whole","whole","whole","MD_whole",5,64
"4","3*272","*","3","272","whole","whole","whole","MD_whole",3,272
"4","5*420","*","5","420","whole","whole","whole","MD_whole",5,420
"4","6*298","*","6","298","whole","whole","whole","MD_whole",6,298
"4","14*50","*","14","50","whole","whole","whole","MD_whole",14,50
"4","32*25","*","32","25","whole","whole","whole","MD_whole",32,25
"4","16*400","*","16","400","whole","whole","whole","MD_whole",16,400
"4","3*199","*","3","199","whole","whole","whole","MD_whole",3,199
"4","3*1021","*","3","1021","whole","whole","whole","MD_whole",3,1021
"4","6*407","*","6","407","whole","whole","whole","MD_whole",6,407
"4","8*604","*","8","604","whole","whole","whole","MD_whole",8,604
"4","50*28","*","50","28","whole","whole","whole","MD_whole",50,28
"4","7*68","*","7","68","whole","whole","whole","MD_whole",7,68
"4","2*36","*","2","36","whole","whole","whole","MD_whole",2,36
"4","42*4","*","42","4","whole","whole","whole","MD_whole",42,4
"4","32*2","*","32","2","whole","whole","whole","MD_whole",32,2
"4","81*5","*","81","5","whole","whole","whole","MD_whole",81,5
"4","63*7","*","63","7","whole","whole","whole","MD_whole",63,7
"4","33*2","*","33","2","whole","whole","whole","MD_whole",33,2
"4","25*3","*","25","3","whole","whole","whole","MD_whole",25,3
"4","36*8","*","36","8","whole","whole","whole","MD_whole",36,8
"4","94*5","*","94","5","whole","whole","whole","MD_whole",94,5
"4","3*82","*","3","82","whole","whole","whole","MD_whole",3,82
"4","9*41","*","9","41","whole","whole","whole","MD_whole",9,41
"4","6*75","*","6","75","whole","whole","whole","MD_whole",6,75
"4","7*23","*","7","23","whole","whole","whole","MD_whole",7,23
"4","8*54","*","8","54","whole","whole","whole","MD_whole",8,54
"4","32*8","*","32","8","whole","whole","whole","MD_whole",32,8
"4","55*2","*","55","2","whole","whole","whole","MD_whole",55,2
"4","61*8","*","61","8","whole","whole","whole","MD_whole",61,8
"4","37*9","*","37","9","whole","whole","whole","MD_whole",37,9
"4","18*7","*","18","7","whole","whole","whole","MD_whole",18,7
"4","83*5","*","83","5","whole","whole","whole","MD_whole",83,5
"4","95*8","*","95","8","whole","whole","whole","MD_whole",95,8
"4","1299*2","*","1299","2","whole","whole","whole","MD_whole",1299,2
"4","619*2","*","619","2","whole","whole","whole","MD_whole",619,2
"4","699*2","*","699","2","whole","whole","whole","MD_whole",699,2
"4","484*2","*","484","2","whole","whole","whole","MD_whole",484,2
"4","3836-2366","-","3836","2366","whole","whole","whole","MD_whole",3836,2366
"4","603*4","*","603","4","whole","whole","whole","MD_whole",603,4
"4","1935*7","*","1935","7","whole","whole","whole","MD_whole",1935,7
"4","8326*5","*","8326","5","whole","whole","whole","MD_whole",8326,5
"4","3316*8","*","3316","8","whole","whole","whole","MD_whole",3316,8
"4","2900*7","*","2900","7","whole","whole","whole","MD_whole",2900,7
"4","4123*6","*","4123","6","whole","whole","whole","MD_whole",4123,6
"4","5339*6","*","5339","6","whole","whole","whole","MD_whole",5339,6
"4","879*8","*","879","8","whole","whole","whole","MD_whole",879,8
"4","3182*5","*","3182","5","whole","whole","whole","MD_whole",3182,5
"4","4616*3","*","4616","3","whole","whole","whole","MD_whole",4616,3
"4","2854*9","*","2854","9","whole","whole","whole","MD_whole",2854,9
"4","7500*2","*","7500","2","whole","whole","whole","MD_whole",7500,2
"4","948*7","*","948","7","whole","whole","whole","MD_whole",948,7
"4","4*384","*","4","384","whole","whole","whole","MD_whole",4,384
"4","4*5384","*","4","5384","whole","whole","whole","MD_whole",4,5384
"4","8*7","*","8","7","whole","whole","whole","SD_whole",8,7
"4","7*8","*","7","8","whole","whole","whole","SD_whole",7,8
"4","28*3","*","28","3","whole","whole","whole","MD_whole",28,3
"4","56*6","*","56","6","whole","whole","whole","MD_whole",56,6
"4","71*5","*","71","5","whole","whole","whole","MD_whole",71,5
"4","69*8","*","69","8","whole","whole","whole","MD_whole",69,8
"4","36*4","*","36","4","whole","whole","whole","MD_whole",36,4
"4","72*4","*","72","4","whole","whole","whole","MD_whole",72,4
"4","456*5","*","456","5","whole","whole","whole","MD_whole",456,5
"4","804*7","*","804","7","whole","whole","whole","MD_whole",804,7
"4","1341*9","*","1341","9","whole","whole","whole","MD_whole",1341,9
"4","65*6","*","65","6","whole","whole","whole","MD_whole",65,6
"4","392*8","*","392","8","whole","whole","whole","MD_whole",392,8
"4","1478*3","*","1478","3","whole","whole","whole","MD_whole",1478,3
"4","1627*2","*","1627","2","whole","whole","whole","MD_whole",1627,2
"4","584*7","*","584","7","whole","whole","whole","MD_whole",584,7
"4","2837*4","*","2837","4","whole","whole","whole","MD_whole",2837,4
"4","12*40","*","12","40","whole","whole","whole","MD_whole",12,40
"4","20*27","*","20","27","whole","whole","whole","MD_whole",20,27
"4","10*12","*","10","12","whole","whole","whole","MD_whole",10,12
"4","20*20","*","20","20","whole","whole","whole","MD_whole",20,20
"4","40*24","*","40","24","whole","whole","whole","MD_whole",40,24
"4","11*60","*","11","60","whole","whole","whole","MD_whole",11,60
"4","70*55","*","70","55","whole","whole","whole","MD_whole",70,55
"4","17*30","*","17","30","whole","whole","whole","MD_whole",17,30
"4","30*60","*","30","60","whole","whole","whole","MD_whole",30,60
"4","12*90","*","12","90","whole","whole","whole","MD_whole",12,90
"4","80*22","*","80","22","whole","whole","whole","MD_whole",80,22
"4","30*52","*","30","52","whole","whole","whole","MD_whole",30,52
"4","60*20","*","60","20","whole","whole","whole","MD_whole",60,20
"4","10*10","*","10","10","whole","whole","whole","MD_whole",10,10
"4","10*8","*","10","8","whole","whole","whole","MD_whole",10,8
"4","3*10","*","3","10","whole","whole","whole","MD_whole",3,10
"4","3*8","*","3","8","whole","whole","whole","SD_whole",3,8
"4","10*20","*","10","20","whole","whole","whole","MD_whole",10,20
"4","10*4","*","10","4","whole","whole","whole","MD_whole",10,4
"4","5*20","*","5","20","whole","whole","whole","MD_whole",5,20
"4","5*4","*","5","4","whole","whole","whole","SD_whole",5,4
"4","14*16","*","14","16","whole","whole","whole","MD_whole",14,16
"4","23*25","*","23","25","whole","whole","whole","MD_whole",23,25
"4","18*34","*","18","34","whole","whole","whole","MD_whole",18,34
"4","22*26","*","22","26","whole","whole","whole","MD_whole",22,26
"4","12*12","*","12","12","whole","whole","whole","MD_whole",12,12
"4","31*24","*","31","24","whole","whole","whole","MD_whole",31,24
"4","25*43","*","25","43","whole","whole","whole","MD_whole",25,43
"4","37*26","*","37","26","whole","whole","whole","MD_whole",37,26
"4","54*15","*","54","15","whole","whole","whole","MD_whole",54,15
"4","87*16","*","87","16","whole","whole","whole","MD_whole",87,16
"4","62*56","*","62","56","whole","whole","whole","MD_whole",62,56
"4","49*63","*","49","63","whole","whole","whole","MD_whole",49,63
"4","38*47","*","38","47","whole","whole","whole","MD_whole",38,47
"4","46*27","*","46","27","whole","whole","whole","MD_whole",46,27
"4","72*53","*","72","53","whole","whole","whole","MD_whole",72,53
"4","98*69","*","98","69","whole","whole","whole","MD_whole",98,69
"4","53*68","*","53","68","whole","whole","whole","MD_whole",53,68
"4","76*84","*","76","84","whole","whole","whole","MD_whole",76,84
"4","92*48","*","92","48","whole","whole","whole","MD_whole",92,48
"4","37*79","*","37","79","whole","whole","whole","MD_whole",37,79
"4","56*32","*","56","32","whole","whole","whole","MD_whole",56,32
"4","87*64","*","87","64","whole","whole","whole","MD_whole",87,64
"4","33*25","*","33","25","whole","whole","whole","MD_whole",33,25
"4","94*12","*","94","12","whole","whole","whole","MD_whole",94,12
"4","51*77","*","51","77","whole","whole","whole","MD_whole",51,77
"4","69*49","*","69","49","whole","whole","whole","MD_whole",69,49
"4","35*10","*","35","10","whole","whole","whole","MD_whole",35,10
"4","19*20","*","19","20","whole","whole","whole","MD_whole",19,20
"4","12*80","*","12","80","whole","whole","whole","MD_whole",12,80
"4","70*50","*","70","50","whole","whole","whole","MD_whole",70,50
"4","58*40","*","58","40","whole","whole","whole","MD_whole",58,40
"4","30*40","*","30","40","whole","whole","whole","MD_whole",30,40
"4","14*60","*","14","60","whole","whole","whole","MD_whole",14,60
"4","20*30","*","20","30","whole","whole","whole","MD_whole",20,30
"4","16*90","*","16","90","whole","whole","whole","MD_whole",16,90
"4","81*38","*","81","38","whole","whole","whole","MD_whole",81,38
"4","16*59","*","16","59","whole","whole","whole","MD_whole",16,59
"4","43*25","*","43","25","whole","whole","whole","MD_whole",43,25
"4","76*45","*","76","45","whole","whole","whole","MD_whole",76,45
"4","65*79","*","65","79","whole","whole","whole","MD_whole",65,79
"4","92*38","*","92","38","whole","whole","whole","MD_whole",92,38
"4","37*31","*","37","31","whole","whole","whole","MD_whole",37,31
"4","26*59","*","26","59","whole","whole","whole","MD_whole",26,59
"4","54*26","*","54","26","whole","whole","whole","MD_whole",54,26
"4","52*87","*","52","87","whole","whole","whole","MD_whole",52,87
"4","39*27","*","39","27","whole","whole","whole","MD_whole",39,27
"4","63*58","*","63","58","whole","whole","whole","MD_whole",63,58
"4","0+1620","+","0","1620","whole","whole","whole","MD_whole",0,1620
"4","68*53","*","68","53","whole","whole","whole","MD_whole",68,53
"4","61*54","*","61","54","whole","whole","whole","MD_whole",61,54
"4","90*27","*","90","27","whole","whole","whole","MD_whole",90,27
"4","30*47","*","30","47","whole","whole","whole","MD_whole",30,47
"4","78*56","*","78","56","whole","whole","whole","MD_whole",78,56
"4","27*25","*","27","25","whole","whole","whole","MD_whole",27,25
"4","34*65","*","34","65","whole","whole","whole","MD_whole",34,65
"4","42*13","*","42","13","whole","whole","whole","MD_whole",42,13
"4","60*17","*","60","17","whole","whole","whole","MD_whole",60,17
"4","62*45","*","62","45","whole","whole","whole","MD_whole",62,45
"4","57*98","*","57","98","whole","whole","whole","MD_whole",57,98
"4","73*28","*","73","28","whole","whole","whole","MD_whole",73,28
"4","48*38","*","48","38","whole","whole","whole","MD_whole",48,38
"4","59*52","*","59","52","whole","whole","whole","MD_whole",59,52
"4","125+250","+","125","250","whole","whole","whole","MD_whole",125,250
"4","57*43","*","57","43","whole","whole","whole","MD_whole",57,43
"4","54*29","*","54","29","whole","whole","whole","MD_whole",54,29
"4","36*14","*","36","14","whole","whole","whole","MD_whole",36,14
"4","63*42","*","63","42","whole","whole","whole","MD_whole",63,42
"4","84*53","*","84","53","whole","whole","whole","MD_whole",84,53
"4","71*13","*","71","13","whole","whole","whole","MD_whole",71,13
"4","29*82","*","29","82","whole","whole","whole","MD_whole",29,82
"4","57*79","*","57","79","whole","whole","whole","MD_whole",57,79
"4","80*27","*","80","27","whole","whole","whole","MD_whole",80,27
"4","32*75","*","32","75","whole","whole","whole","MD_whole",32,75
"4","55*48","*","55","48","whole","whole","whole","MD_whole",55,48
"4","19*82","*","19","82","whole","whole","whole","MD_whole",19,82
"4","25*25","*","25","25","whole","whole","whole","MD_whole",25,25
"4","41*98","*","41","98","whole","whole","whole","MD_whole",41,98
"4","30*15","*","30","15","whole","whole","whole","MD_whole",30,15
"4","67*85","*","67","85","whole","whole","whole","MD_whole",67,85
"4","68*38","*","68","38","whole","whole","whole","MD_whole",68,38
"4","95*17","*","95","17","whole","whole","whole","MD_whole",95,17
"4","49*54","*","49","54","whole","whole","whole","MD_whole",49,54
"4","91*26","*","91","26","whole","whole","whole","MD_whole",91,26
"4","82*19","*","82","19","whole","whole","whole","MD_whole",82,19
"4","13094+259728","+","13094","259728","whole","whole","whole","MD_whole",13094,259728
"4","840-832","-","840","832","whole","whole","whole","MD_whole",840,832
"4","32*17","*","32","17","whole","whole","whole","MD_whole",32,17
"4","36*28","*","36","28","whole","whole","whole","MD_whole",36,28
"4","626-8","-","626","8","whole","whole","whole","MD_whole",626,8
"4","744-36","-","744","36","whole","whole","whole","MD_whole",744,36
"4","5413-2037","-","5413","2037","whole","whole","whole","MD_whole",5413,2037
"4","8681-422","-","8681","422","whole","whole","whole","MD_whole",8681,422
"4","13*8","*","13","8","whole","whole","whole","MD_whole",13,8
"4","14*8","*","14","8","whole","whole","whole","MD_whole",14,8
"4","30*4","*","30","4","whole","whole","whole","MD_whole",30,4
"4","40*4","*","40","4","whole","whole","whole","MD_whole",40,4
"4","50*4","*","50","4","whole","whole","whole","MD_whole",50,4
"4","10*6","*","10","6","whole","whole","whole","MD_whole",10,6
"4","11*6","*","11","6","whole","whole","whole","MD_whole",11,6
"4","12*6","*","12","6","whole","whole","whole","MD_whole",12,6
"4","15*4","*","15","4","whole","whole","whole","MD_whole",15,4
"4","4*5","*","4","5","whole","whole","whole","SD_whole",4,5
"4","9*4","*","9","4","whole","whole","whole","SD_whole",9,4
"4","6*7","*","6","7","whole","whole","whole","SD_whole",6,7
"4","3/6+3/6","+","3/6","3/6","fraction","fraction","rational","fraction",0.5,0.5
"4","5/8+2/8","+","5/8","2/8","fraction","fraction","rational","fraction",0.625,0.25
"4","1/3+1/3","+","1/3","1/3","fraction","fraction","rational","fraction",0.333333333333333,0.333333333333333
"4","5/8+2/8","+","5/8","2/8","fraction","fraction","rational","fraction",0.625,0.25
"4","2/5+2/5","+","2/5","2/5","fraction","fraction","rational","fraction",0.4,0.4
"4","4/6+1/6","+","4/6","1/6","fraction","fraction","rational","fraction",0.666666666666667,0.166666666666667
"4","4/10+5/10","+","4/10","5/10","fraction","fraction","rational","fraction",0.4,0.5
